SR_NODD,CURRENT_STATUS,OFF_NAME,AGENCY_TYPE,STATE_NM,APP_ID,APP_NAME,BENF_TYPE_DESC,GENDER,BENF_CATEGORY_DESC,BENF_SPECIAL_CD,DOB,MOBILE,UNIT_ADDR,UNIT_TALUK_BLOCK,DISTRICT_NAME,IND_TYPE,ACTIVITY_NAME,PROD_DESC,IFSC_CODE,BANK_NAME,BANK_ADDRESS,BANK_F_DATE,PROJ_COST,TOT_SAMC_FB,CGTSI,IST_LOAN_REL,MM_CLAIM_DT,MM_CLAIM_AMT,MM_REL_DT,MM_REL_AMT,EDP_TRG_NM,EDP_CERT_DT,CERT_TYPE,ONLINE_PROMO,TEL_NO,E_MAIL,IND_GRP_LONG_DESC,APR_YR,ANNUAL_TURNOVER,SUSTAINABILITY_SCORE,OPERATIONAL_STATUS,EMPLOYMENT_AT_SETUP,MARGIN_MONEY_SUBSIDY_RS,SECTOR
57,Operational,Office_28,Ministry,HARYANA,APP2025393020,Applicant_57,Individual,Male,Scheduled Caste,PWD,1967-12-26,9888526857,Address_307,Block_D,District_7,Urban,Manufacturing,Product_73,IFSC507920,HDFC Bank,Bank_Address_121,2023-04-01,1128466,660930,83895,Partial,2022-11-21,1019225,2022-12-04,934053,Training_42,2022-12-02,A,No,0199079442,applicant_57@email.com,Retail,2025-26,4177216,56.42060654932847,Non-Operational,7,142329,Manufacturing
58,Closed,Office_88,State,ODISHA,APP2025894989,Applicant_58,Individual,Male,OBC,EX-SERVICEMAN,1996-09-18,9823485602,Address_260,Block_B,District_11,Urban,Handicraft,Product_64,IFSC999658,PNB,Bank_Address_161,2021-04-08,1736341,1214397,76429,Yes,2023-02-13,1794727,2020-12-04,1491386,Training_15,2022-06-02,NA,Yes,0169306670,applicant_58@email.com,Services,2024-25,4070707,37.42528839155853,Operational,14,202599,Manufacturing
59,Closed,Office_16,KVIB,HARYANA,APP2025879126,Applicant_59,Individual,Male,General,NA,2009-08-29,9880486021,Address_214,Block_B,District_32,Urban,E-commerce,Product_98,IFSC286280,Axis Bank,Bank_Address_42,2023-08-27,165788,459846,247657,Yes,2021-07-15,1481230,2020-07-01,348839,Training_49,2023-05-24,C,No,0341983608,applicant_59@email.com,Retail,2023-24,2923814,46.984260527368015,Closed,4,225013,Services
60,Closed,Office_70,KVIC,ODISHA,APP2025341700,Applicant_60,Individual,Female,SC,EX-SERVICEMAN,1972-12-13,9886730381,Address_17,Block_B,District_16,Rural,IT Services,Product_61,IFSC406296,SBI,Bank_Address_152,2020-04-30,449869,1277975,464457,No,2023-11-27,1156995,2023-02-19,1032913,Training_26,2022-09-27,A,Yes,0277560748,applicant_60@email.com,Agro-based,2023-24,2009545,14.933225790219451,Operational,17,1001420,Services
61,Closed,Office_4,KVIB,KARNATAKA,APP2025442531,Applicant_61,Individual,Female,OBC,NA,1982-02-04,9878564660,Address_450,Block_B,District_35,Rural,Health Care,Product_2,IFSC673015,HDFC Bank,Bank_Address_77,2023-06-02,2299314,1380087,360890,Partial,2020-08-06,908689,2022-07-07,1432924,Training_47,2021-10-06,B,No,0184360308,applicant_61@email.com,Services,2024-25,3175139,12.187656592525009,Closed,18,867295,Services
62,Closed,Office_3,Ministry,MAHARASHTRA,APP2025584279,Applicant_62,Individual,Male,Scheduled Tribe,PWD,1975-04-02,9877902848,Address_335,Block_A,District_45,Urban,Tourism Services,Product_10,IFSC959409,IndusInd Bank,Bank_Address_144,2021-05-14,2332615,1457212,188249,Partial,2022-01-18,413751,2023-08-07,1095290,Training_29,2020-11-02,B,No,0178111181,applicant_62@email.com,Manufacturing,2024-25,853374,70.70705588510917,Closed,1,1401021,Services
63,Operational,Office_97,KVIC,HARYANA,APP2025615303,Applicant_63,Individual,Male,Scheduled Tribe,EX-SERVICEMAN,1971-03-31,9825200620,Address_121,Block_D,District_33,Rural,Video & Photo Studio,Product_76,IFSC799626,SBI,Bank_Address_88,2021-08-08,408855,1324897,196182,Yes,2020-02-29,1471843,2021-04-08,1491475,Training_14,2020-07-30,NA,Yes,0368761232,applicant_63@email.com,Manufacturing,2024-25,3714362,83.92255709579327,Operational,2,976794,Services
64,Non-Operational,Office_62,Ministry,PUNJAB,APP2025797269,Applicant_64,Individual,Female,ST,NA,2010-12-13,9875127749,Address_161,Block_D,District_27,Urban,IT Services,Product_47,IFSC487209,PNB,Bank_Address_137,2022-12-07,2283575,600427,13174,Yes,2021-06-27,294951,2021-12-09,1219145,Training_20,2022-10-21,NA,No,0286913871,applicant_64@email.com,Retail,2024-25,4398345,24.17197210496227,Closed,3,403586,Services
65,Non-Operational,Office_55,KVIC,ASSAM,APP2025558074,Applicant_65,Individual,Male,OBC,PWD,1984-11-02,9840778187,Address_399,Block_B,District_47,Urban,E-commerce,Product_6,IFSC487781,Kotak Bank,Bank_Address_81,2020-06-23,503967,372899,182085,No,2021-01-01,766060,2020-09-09,978384,Training_49,2022-12-08,NA,No,0217714038,applicant_65@email.com,Services,2025-26,3884771,91.08041236519281,Non-Operational,3,1234796,Services
66,Non-Operational,Office_73,KVIB,BIHAR,APP2025112746,Applicant_66,Individual,Female,ST,PWD,2003-02-24,9888353488,Address_301,Block_D,District_16,Rural,Video & Photo Studio,Product_91,IFSC831055,IndusInd Bank,Bank_Address_70,2020-05-26,2125806,336761,39403,No,2021-11-08,1359061,2022-08-26,145504,Training_3,2021-02-21,C,Yes,0309336883,applicant_66@email.com,Services,2023-24,2827438,19.861523241729053,Closed,17,576250,Services
67,Closed,Office_27,KVIC,JHARKHAND,APP2025518549,Applicant_67,Individual,Male,Scheduled Tribe,EX-SERVICEMAN,1993-09-07,9845909949,Address_274,Block_A,District_21,Rural,Textile Unit,Product_16,IFSC350420,Axis Bank,Bank_Address_26,2022-04-29,1830410,133971,483807,Yes,2022-09-30,967163,2023-08-19,814787,Training_14,2022-10-12,C,No,0163513924,applicant_67@email.com,Manufacturing,2023-24,2233236,70.3630131292585,Non-Operational,10,1152916,Manufacturing
68,Closed,Office_89,KVIC,ASSAM,APP2025543359,Applicant_68,Individual,Female,SC,NA,2006-01-03,9825217037,Address_94,Block_B,District_4,Urban,Textile Unit,Product_66,IFSC919463,Union Bank,Bank_Address_76,2020-06-30,1736770,846580,39960,No,2023-06-30,138645,2021-08-24,276407,Training_19,2020-07-18,C,Yes,0178713682,applicant_68@email.com,Agro-based,2025-26,3644962,88.05882865218858,Non-Operational,17,596722,Manufacturing
69,Closed,Office_65,KVIC,CHHATTISGARH,APP2025677700,Applicant_69,Individual,Male,Scheduled Caste,NA,1963-10-14,9848773169,Address_76,Block_A,District_39,Urban,Food Processing,Product_43,IFSC165182,SBI,Bank_Address_104,2022-11-18,263743,381369,333097,No,2023-06-19,937362,2022-06-08,556805,Training_35,2022-07-19,NA,No,0211900645,applicant_69@email.com,Retail,2024-25,3298937,85.85440761185016,Operational,14,727933,Manufacturing
70,Closed,Office_85,KVIC,UTTAR PRADESH,APP2025312184,Applicant_70,Individual,Male,OBC,PWD,1979-03-23,9827083295,Address_225,Block_D,District_49,Rural,Tourism Services,Product_29,IFSC924402,Kotak Bank,Bank_Address_64,2023-08-10,1205284,440145,424435,No,2020-01-05,607492,2021-04-02,299454,Training_12,2023-03-03,B,No,0113535087,applicant_70@email.com,Manufacturing,2023-24,1190207,37.70654928986941,Closed,16,1064968,Services
71,Operational,Office_39,State,PUNJAB,APP2025937288,Applicant_71,Individual,Female,General,NA,1975-12-07,9833316120,Address_62,Block_A,District_33,Rural,Food Processing,Product_73,IFSC591733,PNB,Bank_Address_88,2023-04-18,567989,1189022,60289,Yes,2023-09-26,511654,2021-04-28,114191,Training_39,2021-05-03,A,Yes,0332769247,applicant_71@email.com,Retail,2025-26,838244,33.86874688480079,Operational,6,413205,Manufacturing
72,Closed,Office_33,Ministry,RAJASTHAN,APP2025389999,Applicant_72,Individual,Female,OBC,EX-SERVICEMAN,1975-05-25,9882224760,Address_248,Block_C,District_49,Rural,Retail Trading,Product_36,IFSC867040,PNB,Bank_Address_179,2022-01-21,1540733,276806,111064,Partial,2023-12-11,628469,2021-08-07,1046197,Training_19,2022-04-06,NA,No,0383278068,applicant_72@email.com,Retail,2025-26,2497231,91.44668448060223,Closed,13,542767,Services
73,Non-Operational,Office_76,State,UTTAR PRADESH,APP2025484825,Applicant_73,Individual,Female,OBC,PWD,1997-05-18,9832295402,Address_192,Block_A,District_38,Rural,IT Services,Product_12,IFSC934075,Union Bank,Bank_Address_92,2022-02-08,2025675,1106664,258843,No,2022-06-12,1245225,2020-09-06,1049924,Training_4,2023-11-08,A,Yes,0282111246,applicant_73@email.com,Retail,2025-26,2395625,98.04752010239939,Operational,9,153340,Services
74,Non-Operational,Office_52,State,TAMIL NADU,APP2025433750,Applicant_74,Individual,Female,ST,NA,2010-09-17,9815270105,Address_219,Block_C,District_11,Rural,Education Center,Product_43,IFSC309874,Kotak Bank,Bank_Address_6,2022-05-30,697144,1223465,130083,Partial,2023-05-15,184974,2021-03-31,279276,Training_35,2021-07-20,B,Yes,0182276480,applicant_74@email.com,Manufacturing,2023-24,343399,83.02403592074427,Closed,4,382794,Services
75,Non-Operational,Office_14,KVIB,RAJASTHAN,APP2025707697,Applicant_75,Individual,Female,ST,EX-SERVICEMAN,1987-09-14,9824433573,Address_166,Block_C,District_18,Rural,Education Center,Product_37,IFSC712154,SBI,Bank_Address_180,2021-08-03,1632016,537111,441779,Yes,2021-02-24,748732,2021-08-29,1174677,Training_27,2020-03-04,B,Yes,0308556778,applicant_75@email.com,Manufacturing,2024-25,3483417,65.02801038015926,Closed,13,224225,Services
76,Operational,Office_11,Ministry,UTTARAKHAND,APP2025637110,Applicant_76,Individual,Female,General,NA,1963-04-18,9822255803,Address_481,Block_A,District_6,Rural,Health Care,Product_93,IFSC292641,Bank of Baroda,Bank_Address_84,2020-12-13,248233,1205274,190028,Yes,2021-12-31,630478,2021-08-05,389512,Training_6,2023-02-27,NA,Yes,0324012558,applicant_76@email.com,Retail,2023-24,305357,95.87764136307268,Non-Operational,18,276624,Services
77,Non-Operational,Office_14,Ministry,HIMACHAL PRADESH,APP2025213071,Applicant_77,Individual,Female,Scheduled Tribe,EX-SERVICEMAN,1973-05-22,9898466236,Address_489,Block_A,District_39,Rural,Handicraft,Product_21,IFSC692751,PNB,Bank_Address_141,2023-10-29,1574733,373929,324233,No,2021-01-12,423496,2023-09-01,682506,Training_49,2023-03-25,NA,No,0327225755,applicant_77@email.com,Manufacturing,2024-25,3938808,48.6167411934141,Closed,10,1182671,Manufacturing
78,Non-Operational,Office_93,KVIC,MADHYA PRADESH,APP2025218356,Applicant_78,Individual,Female,Scheduled Tribe,EX-SERVICEMAN,2009-01-14,9864332469,Address_29,Block_C,District_26,Urban,Health Care,Product_29,IFSC398446,Bank of Baroda,Bank_Address_104,2020-03-04,369590,642524,356167,Yes,2020-03-07,643066,2020-01-12,723877,Training_4,2020-09-10,B,No,0124570325,applicant_78@email.com,Agro-based,2023-24,3176704,9.202333343417424,Non-Operational,11,911722,Services
79,Non-Operational,Office_42,KVIB,HARYANA,APP2025660096,Applicant_79,Individual,Female,ST,EX-SERVICEMAN,1991-04-18,9828035454,Address_284,Block_B,District_13,Urban,IT Services,Product_15,IFSC784527,Axis Bank,Bank_Address_138,2022-12-15,1043191,449035,373190,Partial,2022-03-23,1215378,2020-11-06,936781,Training_17,2022-07-29,A,Yes,0228034983,applicant_79@email.com,Manufacturing,2023-24,2128357,30.034890944461335,Non-Operational,2,1044752,Services
80,Operational,Office_73,DIC,CHHATTISGARH,APP2025629450,Applicant_80,Individual,Female,Scheduled Caste,NA,1963-05-21,9836152738,Address_27,Block_C,District_40,Urban,Food Processing,Product_1,IFSC231069,Kotak Bank,Bank_Address_140,2021-04-15,2093836,1054096,284803,Yes,2022-07-24,871246,2022-06-07,1442238,Training_8,2021-02-04,C,Yes,0401738063,applicant_80@email.com,Retail,2023-24,3351319,65.55430008677158,Operational,1,429853,Manufacturing
81,Non-Operational,Office_42,KVIB,MAHARASHTRA,APP2025587507,Applicant_81,Individual,Female,ST,EX-SERVICEMAN,1995-02-23,9899605791,Address_397,Block_B,District_30,Rural,Service Business,Product_78,IFSC733281,Bank of Baroda,Bank_Address_144,2020-02-12,321307,721041,155431,Partial,2023-09-15,1618468,2023-02-19,146702,Training_46,2023-11-16,A,Yes,0237248921,applicant_81@email.com,Services,2023-24,1675726,53.942176754362094,Closed,2,390227,Services
82,Non-Operational,Office_90,Ministry,UTTAR PRADESH,APP2025916202,Applicant_82,Individual,Female,OBC,PWD,2010-05-31,9875926584,Address_363,Block_B,District_7,Rural,Health Care,Product_91,IFSC803328,PNB,Bank_Address_30,2023-03-29,675104,1404137,120570,Yes,2023-11-12,1872780,2021-06-30,1355855,Training_42,2023-01-06,NA,Yes,0181232490,applicant_82@email.com,Manufacturing,2023-24,2603053,79.3850320319488,Closed,7,885067,Services
83,Operational,Office_89,Ministry,PUNJAB,APP2025602002,Applicant_83,Individual,Female,General,NA,2001-12-01,9866133708,Address_226,Block_B,District_11,Rural,Tourism Services,Product_45,IFSC318284,Kotak Bank,Bank_Address_130,2022-09-26,1900276,476637,165956,Yes,2022-03-03,1906930,2022-02-23,180952,Training_4,2023-07-08,A,Yes,0352318383,applicant_83@email.com,Manufacturing,2023-24,4551738,19.166365158833376,Non-Operational,12,466245,Services
84,Closed,Office_40,DIC,UTTAR PRADESH,APP2025963016,Applicant_84,Individual,Female,ST,EX-SERVICEMAN,1963-05-17,9855451906,Address_483,Block_B,District_5,Urban,Textile Unit,Product_13,IFSC196936,Union Bank,Bank_Address_43,2021-12-20,1849915,213292,444946,Partial,2020-08-19,1048308,2021-03-04,818112,Training_41,2023-05-13,C,Yes,0395892713,applicant_84@email.com,Manufacturing,2024-25,2274336,65.028201388481,Operational,19,566997,Manufacturing
85,Non-Operational,Office_10,Ministry,TAMIL NADU,APP2025524807,Applicant_85,Individual,Male,OBC,NA,1972-02-14,9833912589,Address_365,Block_B,District_9,Urban,Retail Trading,Product_97,IFSC596029,Axis Bank,Bank_Address_154,2022-07-28,2073883,1410615,430632,Yes,2020-09-04,1744531,2020-06-18,1020267,Training_20,2023-11-05,NA,Yes,0347024129,applicant_85@email.com,Agro-based,2023-24,1814376,67.40608171629377,Closed,1,594139,Services
86,Non-Operational,Office_25,DIC,HIMACHAL PRADESH,APP2025723801,Applicant_86,Individual,Male,General,PWD,2013-08-14,9810108366,Address_220,Block_D,District_28,Urban,Handicraft,Product_15,IFSC617719,Bank of Baroda,Bank_Address_65,2022-03-18,2216327,1285220,496372,No,2021-06-28,1562531,2023-02-21,461554,Training_28,2020-07-30,NA,Yes,0212253005,applicant_86@email.com,Services,2023-24,1741120,0.24630358546073872,Non-Operational,20,894517,Manufacturing
87,Non-Operational,Office_76,State,JHARKHAND,APP2025659130,Applicant_87,Individual,Male,General,PWD,1984-08-20,9866508292,Address_219,Block_D,District_27,Urban,Manufacturing,Product_91,IFSC281166,Kotak Bank,Bank_Address_121,2022-05-30,1437515,1245008,14007,No,2023-10-20,230792,2021-01-10,840068,Training_30,2020-07-18,C,Yes,0251287900,applicant_87@email.com,Services,2023-24,3880855,41.63129156501364,Non-Operational,8,1360942,Manufacturing
88,Operational,Office_92,Ministry,JHARKHAND,APP2025482988,Applicant_88,Individual,Male,Scheduled Tribe,PWD,1967-06-24,9847935383,Address_4,Block_C,District_46,Urban,Health Care,Product_50,IFSC864190,Canara Bank,Bank_Address_197,2023-06-26,1173922,689570,166760,No,2022-02-23,1527987,2023-07-31,707885,Training_24,2020-08-03,B,No,0301262859,applicant_88@email.com,Manufacturing,2023-24,1945773,17.4300859935392,Closed,15,489440,Services
89,Closed,Office_34,DIC,ANDHRA PRADESH,APP2025167903,Applicant_89,Individual,Male,Scheduled Tribe,EX-SERVICEMAN,1982-03-28,9867224345,Address_471,Block_D,District_43,Rural,Food Processing,Product_40,IFSC771503,Kotak Bank,Bank_Address_94,2021-02-24,423528,391223,168415,No,2022-05-03,1528747,2020-02-19,907216,Training_21,2023-06-03,C,Yes,0216827810,applicant_89@email.com,Services,2023-24,369203,13.542329812771637,Non-Operational,3,1375389,Manufacturing
90,Non-Operational,Office_21,KVIC,HARYANA,APP2025395526,Applicant_90,Individual,Female,SC,NA,2003-12-20,9884107994,Address_285,Block_C,District_43,Rural,Education Center,Product_88,IFSC339738,Kotak Bank,Bank_Address_147,2022-07-14,2464834,658858,466155,No,2023-09-13,1231081,2020-01-27,1415684,Training_48,2023-09-15,A,No,0397156131,applicant_90@email.com,Retail,2025-26,2790865,76.8445417410474,Closed,13,480830,Services
91,Operational,Office_46,KVIC,JAMMU & KASHMIR,APP2025103020,Applicant_91,Individual,Male,Scheduled Tribe,PWD,1990-04-20,9895347373,Address_203,Block_D,District_31,Rural,Education Center,Product_83,IFSC806311,Kotak Bank,Bank_Address_161,2021-06-08,1123726,427618,462162,Yes,2021-04-02,1496291,2021-04-18,381953,Training_43,2022-12-02,B,No,0387810395,applicant_91@email.com,Agro-based,2025-26,3235646,7.754808318152307,Non-Operational,19,1396996,Services
92,Non-Operational,Office_2,State,WEST BENGAL,APP2025989311,Applicant_92,Individual,Female,OBC,EX-SERVICEMAN,2013-09-10,9824189287,Address_200,Block_A,District_21,Urban,Health Care,Product_25,IFSC609180,SBI,Bank_Address_156,2020-12-01,1739829,624386,288059,Partial,2021-03-30,484836,2022-04-29,187447,Training_12,2022-04-09,C,No,0115200091,applicant_92@email.com,Services,2025-26,860667,64.08157662973308,Closed,16,564129,Services
93,Operational,Office_19,KVIB,HIMACHAL PRADESH,APP2025827117,Applicant_93,Individual,Female,SC,PWD,1991-03-12,9851038893,Address_176,Block_D,District_21,Urban,Food Processing,Product_97,IFSC569479,Canara Bank,Bank_Address_57,2023-01-05,748723,602182,22766,Partial,2020-11-18,895018,2021-05-20,1417992,Training_3,2023-02-25,A,Yes,0359757288,applicant_93@email.com,Services,2025-26,277248,65.1255011714469,Operational,12,282424,Manufacturing
94,Operational,Office_39,KVIC,ASSAM,APP2025719317,Applicant_94,Individual,Female,Scheduled Tribe,NA,1979-09-13,9827117856,Address_411,Block_C,District_42,Rural,Retail Trading,Product_22,IFSC114084,HDFC Bank,Bank_Address_194,2022-12-13,2000590,1486641,88576,No,2020-08-15,426704,2022-10-25,1148308,Training_29,2020-07-24,NA,No,0345229558,applicant_94@email.com,Agro-based,2023-24,806414,66.06103399163692,Closed,20,1372855,Services
95,Non-Operational,Office_32,KVIB,PUNJAB,APP2025869118,Applicant_95,Individual,Female,SC,NA,1964-09-09,9850800589,Address_47,Block_B,District_25,Urban,IT Services,Product_29,IFSC842406,Union Bank,Bank_Address_51,2022-03-30,1785014,1194848,100767,No,2020-10-22,1834215,2023-10-06,803238,Training_32,2021-10-17,A,Yes,0328064197,applicant_95@email.com,Retail,2025-26,4302575,56.51426529085262,Closed,13,1150588,Services
96,Closed,Office_77,DIC,UTTARAKHAND,APP2025499992,Applicant_96,Individual,Male,General,EX-SERVICEMAN,2004-10-14,9833304890,Address_160,Block_D,District_28,Urban,Video & Photo Studio,Product_52,IFSC995484,Axis Bank,Bank_Address_165,2020-11-06,2117182,1275098,38187,No,2022-06-02,1914883,2021-04-07,99612,Training_3,2021-07-05,A,No,0346623361,applicant_96@email.com,Agro-based,2025-26,3488098,35.62030088860927,Operational,14,183856,Services
97,Operational,Office_23,KVIB,ASSAM,APP2025952268,Applicant_97,Individual,Female,Scheduled Caste,NA,1975-12-28,9825265912,Address_49,Block_B,District_42,Urban,Video & Photo Studio,Product_33,IFSC230109,ICICI Bank,Bank_Address_120,2021-06-25,770819,928365,261064,No,2021-11-05,1135331,2023-02-08,1049293,Training_37,2020-05-14,B,Yes,0195825033,applicant_97@email.com,Agro-based,2023-24,3379699,7.377334697082261,Operational,7,1407203,Services
98,Non-Operational,Office_39,Ministry,JAMMU & KASHMIR,APP2025915224,Applicant_98,Individual,Female,ST,PWD,1974-03-21,9818430166,Address_339,Block_D,District_5,Urban,Handicraft,Product_64,IFSC435421,Bank of Baroda,Bank_Address_112,2021-03-23,630626,1229650,21612,Yes,2020-09-12,1189673,2022-04-19,1008499,Training_5,2022-02-02,A,Yes,0113511013,applicant_98@email.com,Retail,2024-25,3545635,26.849684858739607,Non-Operational,18,1370279,Manufacturing
99,Non-Operational,Office_58,KVIB,KERALA,APP2025572208,Applicant_99,Individual,Female,General,EX-SERVICEMAN,1961-03-12,9814182260,Address_184,Block_D,District_9,Rural,E-commerce,Product_42,IFSC703951,Kotak Bank,Bank_Address_31,2022-12-19,1091282,705208,277847,Yes,2022-10-04,1311010,2020-08-02,288325,Training_31,2022-04-28,NA,No,0322395561,applicant_99@email.com,Manufacturing,2024-25,3286755,53.16791062448109,Non-Operational,15,587180,Services
100,Closed,Office_9,Ministry,BIHAR,APP2025205691,Applicant_100,Individual,Male,General,EX-SERVICEMAN,1970-02-18,9846630747,Address_372,Block_C,District_10,Rural,IT Services,Product_84,IFSC496935,SBI,Bank_Address_166,2022-02-24,593516,756899,272691,Yes,2022-07-08,1330688,2022-08-22,812079,Training_31,2022-03-29,A,No,0232286042,applicant_100@email.com,Retail,2025-26,1914566,3.841380425906893,Operational,9,1418026,Services
101,Closed,Office_69,State,PUNJAB,APP2025623019,Applicant_101,Individual,Female,Scheduled Caste,PWD,1981-12-31,9899902672,Address_52,Block_A,District_31,Urban,Education Center,Product_7,IFSC439313,IndusInd Bank,Bank_Address_43,2023-08-07,728081,1295649,314099,Yes,2021-04-21,1244285,2022-04-28,417680,Training_25,2022-03-08,B,Yes,0195106188,applicant_101@email.com,Agro-based,2025-26,4525518,92.0013942247627,Operational,10,1031476,Services
102,Non-Operational,Office_63,KVIB,UTTARAKHAND,APP2025910535,Applicant_102,Individual,Female,General,NA,1986-09-01,9894188979,Address_316,Block_B,District_2,Urban,E-commerce,Product_11,IFSC348395,HDFC Bank,Bank_Address_27,2021-05-05,2364764,466207,95065,Partial,2022-04-20,1614148,2022-06-25,286742,Training_47,2022-11-27,C,Yes,0155879795,applicant_102@email.com,Manufacturing,2023-24,2478074,27.628539123314187,Operational,14,1266163,Services
